Username,DOB,State
bqwh4212,08.08.1951,Wyoming
xikb4233,04.08.1967,Illinois
ewvs3431,26.07.2001,Delaware
rrbt3222,27.07.1997,U.S. Virgin Islands
tpcu2211,02.08.1975,Florida
zqzy4233,05.08.1961,Minnesota
anef2443,28.07.1993,Alaska
osye2211,05.08.1960,Hawaii
dvte4411,05.08.1960,Utah
fxat4311,27.07.1998,American Samoa
ghwx3214,28.07.1994,Indiana
teky2443,31.07.1980,Kansas
tqun1313,05.08.1963,Massachusetts
zjnq2241,05.08.1962,Guam
fhzv1111,28.07.1992,Maine
qhsq3443,03.08.1971,Texas
vloi1222,03.08.1969,West Virginia
hukb2441,02.08.1975,Indiana
rmab2231,07.08.1952,New Mexico
ydhl2341,05.08.1963,Alaska
ohee2124,31.07.1983,New Jersey
daii2443,07.08.1955,Alaska
xdih1214,02.08.1972,South Carolina
zyyv2242,05.08.1962,Indiana
mfec4311,30.07.1986,Oklahoma
oxlt4231,05.08.1961,Kansas
oxau1413,07.08.1954,Maryland
tydw2141,31.07.1983,New Jersey
uzdg1213,04.08.1966,District of Columbia
dzqk3134,02.08.1974,Utah
sjvf2441,30.07.1985,District of Columbia
uhtd4241,07.08.1955,U.S. Virgin Islands
xzsu4211,08.08.1950,South Carolina
nnph3331,04.08.1967,Vermont
ctkf3113,29.07.1990,Delaware
djbh4224,27.07.1997,New Hampshire
ykcw3234,04.08.1965,Louisiana
mpri3444,05.08.1961,U.S. Virgin Islands
hmvd3122,08.08.1950,Delaware
vcxd4334,27.07.1999,South Dakota
ttkp3224,30.07.1984,Oklahoma
rarh3124,06.08.1958,New Hampshire
egsj1141,01.08.1977,Nevada
pxcb3234,31.07.1981,Maryland
rdvd3441,03.08.1969,Delaware
rrmj4114,07.08.1952,South Dakota
btcb1231,27.07.1996,Massachusetts
axvv4331,07.08.1953,Washington
ojvy4214,07.08.1954,Rhode Island
cmdv2141,02.08.1974,Arkansas
otyk2333,31.07.1981,Idaho
jjem2244,31.07.1983,Puerto Rico
qzfq4113,29.07.1991,Vermont
tepp1343,02.08.1974,California
qwng4231,31.07.1983,Pennsylvania
orni4121,06.08.1958,New Mexico
yhug4132,04.08.1965,Maryland
dsoy1221,27.07.1999,U.S. Virgin Islands
tpki2114,06.08.1958,Rhode Island
umlh2311,28.07.1993,Wyoming
edds3444,06.08.1957,Georgia
jtjv3142,27.07.1998,Oklahoma
ueqv4414,29.07.1989,Michigan
bjme2433,06.08.1959,West Virginia
pept3213,06.08.1957,Alabama
jwwl1122,04.08.1966,Hawaii
wjch4142,07.08.1953,Iowa
ofqf1134,29.07.1991,Hawaii
pcfr3222,30.07.1986,New York
demo2411,03.08.1970,Pennsylvania
uhdm2212,05.08.1963,Virginia
lxlv2432,01.08.1978,Iowa
pvkr4422,05.08.1961,New Hampshire
bifk1321,02.08.1972,Colorado
xhoz2141,02.08.1974,Nebraska
yjvw1333,28.07.1994,Vermont
jqaf4443,30.07.1985,Oklahoma
bzdr4222,31.07.1983,Delaware
spxa4333,04.08.1966,Nebraska
qwia3432,28.07.1993,Massachusetts
dzef3114,04.08.1967,Minor Outlying Islands
fncq2142,04.08.1964,Puerto Rico
pmez4424,30.07.1986,Guam
qaxp2434,06.08.1956,New Mexico
ctzg1233,29.07.1990,Puerto Rico
tczm3121,31.07.1982,Georgia
bifn1341,04.08.1967,Indiana
filf3131,30.07.1984,Northern Mariana Islands
sacx4343,04.08.1965,Tennessee
mvhu1321,05.08.1960,Texas
sguy1113,28.07.1995,Puerto Rico
dojb4231,02.08.1972,Michigan
gfxp4134,27.07.1997,California
blfv4421,29.07.1989,Guam
sqxx1312,27.07.1996,Minnesota
tcwd2342,04.08.1967,Minnesota
fcjs1312,06.08.1958,Oklahoma
vvug2411,02.08.1973,Texas
aatw3332,03.08.1968,West Virginia
owgv1422,06.08.1956,West Virginia
illj1412,05.08.1963,Indiana
fcnf1412,26.07.2000,Maine
moke4133,31.07.1980,District of Columbia
ddlx4121,28.07.1995,Arkansas
uhwj1143,29.07.1990,Idaho
xnkf3423,03.08.1971,Kentucky
yaru4231,27.07.1998,Kentucky
dceb1331,06.08.1956,Mississippi
etrn4441,02.08.1975,Kentucky
upde2143,06.08.1957,California
prvz4322,07.08.1953,Minnesota
qecq1323,05.08.1960,Kansas
zasw3231,30.07.1987,Alabama
ecmk1141,06.08.1959,Washington
oahx4114,30.07.1987,New York
qxtc1111,02.08.1974,Maine
eloy3124,06.08.1956,Idaho
ebvi1423,28.07.1992,South Dakota
zfsz4143,02.08.1975,Oklahoma
iduc4424,28.07.1993,Kentucky
jwmm3123,06.08.1957,Maine
zlrf4111,28.07.1995,South Dakota
jhgl2442,07.08.1955,Massachusetts
tjfc1443,28.07.1995,Maine
ldgh3332,01.08.1978,Louisiana
eboh1114,08.08.1950,Tennessee
onyj4313,01.08.1979,Maine
kwjq1324,30.07.1986,Ohio
lhow3214,28.07.1994,Kentucky
ilac1232,28.07.1994,Hawaii
gfjv3124,06.08.1959,Montana
wxnp3332,05.08.1962,Wisconsin
resr2234,31.07.1982,U.S. Virgin Islands
orpb3324,06.08.1958,Michigan
isgm2343,02.08.1974,Wisconsin
sbsg4232,04.08.1965,New York
syxt4442,03.08.1970,Illinois
ausz3412,29.07.1989,Arizona
fntw4433,30.07.1984,Colorado
yukb1214,30.07.1984,Kentucky
akjj1132,30.07.1987,Washington
hngq1224,30.07.1987,New Mexico
ewia1332,02.08.1974,New Hampshire
efyc1434,04.08.1967,Wyoming
mwmh3324,05.08.1962,Oklahoma
hljb2211,01.08.1978,North Dakota
duwf2333,05.08.1962,Louisiana
nthl2213,03.08.1968,California
slno2142,04.08.1964,Arkansas
ntab4234,01.08.1976,Louisiana
kawa4212,02.08.1972,New Jersey
tamt4332,02.08.1973,Hawaii
wvlg1122,01.08.1979,Michigan
mdck4414,04.08.1965,U.S. Virgin Islands
qvjm2222,01.08.1979,Alaska
pyad3134,01.08.1979,Washington
hyjk2412,31.07.1982,Mississippi
nblt2422,05.08.1963,Virginia
bkxr4124,05.08.1960,Connecticut
bhkk1432,08.08.1950,Kentucky
uguc3331,05.08.1960,Kentucky
gout4433,29.07.1991,Massachusetts
uzxs2131,05.08.1963,U.S. Virgin Islands
xnud1334,03.08.1970,Kansas
bcop1241,05.08.1961,Mississippi
qzxm4322,05.08.1960,Ohio
lawh1132,05.08.1962,Connecticut
apkl1224,01.08.1976,New York
fwdv2243,30.07.1987,Maine
gfnh1341,29.07.1990,Nevada
owmv4243,02.08.1972,New Hampshire
ecin1134,01.08.1979,District of Columbia
yaen2244,30.07.1987,American Samoa
ebuj3332,27.07.1998,Rhode Island
mdel4423,03.08.1970,Wyoming
uoap1222,30.07.1986,Colorado
iyga4243,06.08.1956,District of Columbia
zeqg1222,28.07.1994,Connecticut
vipp2332,30.07.1986,Oklahoma
zoxi4131,02.08.1973,South Carolina
cgid3321,06.08.1958,Colorado
mwxb2322,07.08.1954,Virginia
bria1133,08.08.1951,Pennsylvania
mxhp2333,03.08.1971,Louisiana
musz4233,30.07.1984,Utah
xeir3141,01.08.1976,California
qwmf1112,29.07.1990,Georgia
awkp2423,27.07.1998,Delaware
dvag2243,27.07.1999,Nevada
aveg4323,07.08.1955,Michigan
rvgc3112,27.07.1999,Indiana
omin2143,26.07.2001,Wisconsin
amul4123,02.08.1975,Kansas
vasr3333,06.08.1958,Florida
abof3221,29.07.1988,Wisconsin
mlvi1412,28.07.1992,Rhode Island
invz3333,05.08.1961,New Mexico
qpno3121,02.08.1973,Rhode Island
cpdk4232,30.07.1985,New York
vbvr3211,04.08.1967,New Jersey
ckug3331,02.08.1975,Vermont
eqwb2414,08.08.1951,U.S. Virgin Islands
ylzh3413,08.08.1951,Oregon
vdcn4211,27.07.1999,South Dakota
erlh4433,02.08.1972,Iowa
datm4432,02.08.1974,Indiana
voei4312,04.08.1967,Kansas
jrds2214,05.08.1963,California
venc2444,06.08.1956,Kansas
knlv1431,06.08.1959,Massachusetts
wlom3323,07.08.1955,Tennessee
lpgc4411,07.08.1954,Puerto Rico
hmwy3442,07.08.1952,U.S. Virgin Islands
jkwe4224,04.08.1967,Idaho
eivz4311,01.08.1978,Pennsylvania
iedm4341,28.07.1995,Arkansas
kjio3121,02.08.1974,Nevada
gzvw1313,02.08.1973,Alaska
ptgq3322,01.08.1979,Tennessee
taqd4333,03.08.1968,Tennessee
qpkm2222,28.07.1995,Virginia
vzcp1444,05.08.1963,Louisiana
qjaa4224,04.08.1966,Vermont
aill3231,04.08.1965,New Hampshire
khzs4333,01.08.1977,Mississippi
ydhh1312,05.08.1962,Guam
nrhk4421,05.08.1960,Pennsylvania
qafd3241,01.08.1977,Texas
zuyk3314,28.07.1993,Tennessee
xnzi3431,01.08.1979,Massachusetts
tpjz4113,04.08.1965,Nevada
fmom3144,31.07.1981,Puerto Rico
zxbs4243,04.08.1965,Puerto Rico
ltgm1213,31.07.1980,Alaska
abau1314,27.07.1998,Washington
bmjp2243,05.08.1962,Delaware
wxxh1312,02.08.1975,Illinois
yplv3222,06.08.1959,Arizona
johq2143,04.08.1966,Missouri
zwaj2142,07.08.1953,Minor Outlying Islands
aeyn4332,27.07.1998,Iowa
birc1443,05.08.1963,Iowa
xtgq3422,04.08.1965,Wisconsin
jcfx2323,28.07.1992,New Mexico
lhdt2314,08.08.1950,Florida
rzlm3221,29.07.1989,Connecticut
yepe1213,28.07.1992,Iowa
yhtl3122,04.08.1967,Connecticut
uyrp1341,01.08.1978,Connecticut
kjfm2414,02.08.1973,Michigan
ykma1442,26.07.2000,Delaware
vbzg4213,04.08.1965,Arkansas
gcsp3144,27.07.1996,Missouri
mphy1322,27.07.1997,New Jersey
lhle1311,01.08.1979,Arizona
qunx2143,04.08.1964,Alabama
oymx3124,07.08.1953,Puerto Rico
cxil4431,27.07.1998,Kansas
raiu2143,29.07.1989,American Samoa
emyd1242,05.08.1962,Alabama
nbkh2141,30.07.1986,Delaware
lnxe4243,29.07.1988,New Mexico
ontl3344,07.08.1952,Iowa
nmjz4233,27.07.1998,Oregon
ebfg2133,26.07.2000,Kansas
mqkj3431,29.07.1989,Vermont
qeeg1142,30.07.1984,New York
zrqu2233,29.07.1988,Maryland
xjgg2124,02.08.1975,Massachusetts
zrxh2223,27.07.1996,Connecticut
lypw2332,08.08.1951,Hawaii
yvfv3243,06.08.1958,Iowa
rnio3234,28.07.1993,Illinois
vbca1244,31.07.1983,Connecticut
pduf3432,05.08.1960,Tennessee
poqx3342,29.07.1989,Rhode Island
weje3114,06.08.1959,Guam
cres3231,01.08.1976,South Carolina
neqb2223,06.08.1957,Tennessee
adag3223,05.08.1961,Iowa
nlnh4114,31.07.1981,New Hampshire
mkdq4244,07.08.1955,New Mexico
yobi1411,29.07.1990,Northern Mariana Islands
rkfa2231,07.08.1955,New York
jseq1121,27.07.1998,Massachusetts
lfww3411,30.07.1985,Tennessee
mpfv3441,05.08.1961,Nevada
jebh1114,29.07.1989,Washington
ennr2113,29.07.1988,Maryland
jmii4342,27.07.1996,U.S. Virgin Islands
sypk2123,29.07.1991,Connecticut
bria3122,07.08.1953,Florida
lkhd4143,07.08.1953,Louisiana
ezec1211,06.08.1958,Idaho
txlr3432,05.08.1963,Colorado
jjuw2432,31.07.1980,New York
jotm3342,26.07.2001,Texas
bhka3441,03.08.1968,South Carolina
yhlf2432,31.07.1982,Maine
aupt4124,07.08.1955,Florida
anqc2433,01.08.1979,Idaho
sxuk1142,28.07.1994,Oregon
qzap2221,03.08.1970,Pennsylvania
bdeg2144,31.07.1982,North Dakota
edft4213,05.08.1963,Nevada
lyzl2142,29.07.1990,Georgia
taor1124,01.08.1979,Montana
mdxq1142,29.07.1989,Montana
ziev1233,30.07.1985,South Dakota
uktb4331,04.08.1965,Tennessee
vcas4124,04.08.1965,Kansas
cwir1241,08.08.1950,Illinois
qxwg2421,04.08.1966,Puerto Rico
xxlw3134,07.08.1954,South Carolina
quoa1432,30.07.1985,Puerto Rico
qhsj3312,30.07.1987,Puerto Rico
hetq2321,04.08.1965,Alaska
ulew2114,29.07.1988,Oklahoma
kmzq2423,27.07.1998,North Carolina
rjzw1332,29.07.1988,Texas
ujrj1311,01.08.1976,Vermont
mwww1113,07.08.1952,Minor Outlying Islands
wbpl2411,06.08.1958,Arkansas
jqnh1343,02.08.1973,Alabama
viru3142,30.07.1984,Mississippi
upwi3113,04.08.1967,West Virginia
lvll2234,27.07.1999,Arizona
jyhf2441,04.08.1967,Delaware
abae3224,28.07.1992,Mississippi
mezi1422,27.07.1999,Massachusetts
rxhp1223,30.07.1987,Michigan
ygkn2131,01.08.1979,Washington
nfkz2413,04.08.1965,Minnesota
jzlq1331,05.08.1963,Northern Mariana Islands
appf4231,31.07.1980,New Hampshire
ukff4121,04.08.1965,Missouri
ahne3421,30.07.1985,Georgia
jecc2222,01.08.1979,Nevada
tebs1244,28.07.1995,Delaware
qfwy3343,02.08.1973,Puerto Rico
xnif3244,04.08.1966,Maine
crbl1414,27.07.1997,District of Columbia
pcij1424,07.08.1955,New Mexico
crwf1114,31.07.1980,U.S. Virgin Islands
sxxn1232,07.08.1952,Georgia
yket1111,06.08.1959,Tennessee
xhlk1121,03.08.1971,Georgia
vjsz4224,04.08.1964,Maine
mkcc2321,30.07.1984,Idaho
kujq4222,01.08.1977,Ohio
lseu3113,06.08.1958,New Mexico
wujs4244,26.07.2000,Wyoming
rppa3124,29.07.1991,New Jersey
mlax3442,07.08.1952,Illinois
jyat3422,03.08.1968,Pennsylvania
ujrb3444,30.07.1987,Vermont
cdaz3144,03.08.1970,New Hampshire
fuve2143,29.07.1988,Connecticut
tvtz4312,02.08.1972,Massachusetts
jtux2231,05.08.1961,Arizona
xfjc3344,27.07.1997,Wyoming
wmzc4143,30.07.1987,Nevada
vgui1243,28.07.1995,Georgia
rkuk1123,03.08.1968,Northern Mariana Islands
tbht2212,06.08.1956,Wisconsin
gnhw1141,05.08.1961,Texas
hwps2442,05.08.1963,Oklahoma
gysu4432,26.07.2000,Alabama
ztkp4243,05.08.1962,Nevada
jeba1321,06.08.1957,Missouri
yzht1411,28.07.1992,Georgia
ggje3412,02.08.1974,Rhode Island
oadt2224,05.08.1960,Illinois
wvok4132,29.07.1991,Indiana
smft2222,05.08.1963,Minnesota
plxc1243,02.08.1975,Texas
lehd3331,02.08.1973,Northern Mariana Islands
yloj1241,05.08.1962,Hawaii
gxat3313,29.07.1991,Northern Mariana Islands
ztsh1341,27.07.1997,Vermont
nkol4131,06.08.1956,North Dakota
exjq1321,02.08.1974,Virginia
rdfh2411,29.07.1991,Washington
khch1144,27.07.1996,Arkansas
xxjw1222,31.07.1980,Minnesota
tvfl3232,04.08.1965,Minor Outlying Islands
chvu4123,07.08.1954,Indiana
jyyn1244,28.07.1993,Indiana
hmia2213,27.07.1997,Nebraska
jzml4342,07.08.1952,American Samoa
wtaj1423,29.07.1989,Mississippi
qfja4141,27.07.1997,Vermont
njea4233,28.07.1995,Iowa
egrh3114,07.08.1952,Arkansas
ijxq4314,02.08.1975,Delaware
botf2221,04.08.1965,Oregon
mnnh3321,31.07.1983,U.S. Virgin Islands
adsu1312,30.07.1987,Maryland
fjqw4221,27.07.1996,Puerto Rico
aqoa3443,28.07.1993,Rhode Island
mkbx1142,30.07.1984,Indiana
hais4313,03.08.1970,Pennsylvania
ejnu4414,30.07.1985,Iowa
wizk2422,04.08.1964,Texas
zngv3124,31.07.1980,Delaware
fbby4111,04.08.1967,Connecticut
mzoz3114,28.07.1992,Massachusetts
tset4223,29.07.1991,Kentucky
rkex1134,29.07.1990,Ohio
eesp2444,03.08.1971,Hawaii
zckx2412,28.07.1994,West Virginia
gcjc4433,03.08.1968,Missouri
ctiw4233,30.07.1987,North Carolina
nzcj1433,31.07.1981,Mississippi
uqvr1433,05.08.1962,Delaware
bbti3221,28.07.1992,Oregon
kmps3233,08.08.1951,Colorado
ifia1211,31.07.1980,New Jersey
ilzi1221,04.08.1965,Wyoming
upgg3244,29.07.1988,Oklahoma
ewtn3422,30.07.1984,Nevada
rrhc2442,31.07.1981,Florida
aomy1241,06.08.1957,Colorado
mvra1141,02.08.1974,Rhode Island
jakc3212,04.08.1964,South Dakota
gtku1341,01.08.1979,Maine
konu1244,03.08.1970,Texas
zafa4234,06.08.1957,Arkansas
nluv2131,03.08.1970,Maine
pbrd4232,27.07.1999,Wisconsin
kmvu4333,02.08.1974,New York
jlcv1144,31.07.1983,New Jersey
utic3424,04.08.1967,Oklahoma
lvsh2211,08.08.1951,Hawaii
smgo4311,08.08.1950,New Hampshire
vzql3243,30.07.1986,American Samoa
gfim3434,01.08.1976,Minor Outlying Islands
gvjt2341,31.07.1983,Connecticut
rxlq4211,04.08.1966,Mississippi
rcyf3123,03.08.1969,Colorado
zhhx4412,06.08.1959,Indiana
abcm2421,31.07.1983,Alaska
tthq1413,07.08.1954,Missouri
gatx2231,04.08.1967,Hawaii
tpmo3234,30.07.1987,New York
eutz2422,27.07.1997,West Virginia
lmue4442,28.07.1995,Alaska
vvxe4433,30.07.1986,Alaska
zijd4434,28.07.1993,Nebraska
ghjf3313,01.08.1977,New Mexico
eklw2121,07.08.1952,Utah
nsih2443,07.08.1955,Georgia
yyip2341,29.07.1990,Northern Mariana Islands
zfee4232,28.07.1994,Kentucky
qrqu3432,03.08.1969,Nebraska
ovsf2342,31.07.1983,Illinois
apkb4124,06.08.1958,U.S. Virgin Islands
uibq2441,29.07.1989,Utah
lcsf2124,02.08.1972,Northern Mariana Islands
cyut1323,02.08.1974,Vermont
qxpx4241,02.08.1973,U.S. Virgin Islands
vwiu4313,05.08.1963,New Jersey
csyj1421,29.07.1989,Minor Outlying Islands
smzn3144,01.08.1979,Ohio
wpey4421,26.07.2000,Wyoming
sbnr1344,04.08.1964,Nebraska
zsjt4122,08.08.1951,Arkansas
vctb1134,04.08.1964,South Carolina
bgga2143,28.07.1994,Illinois
alzx1123,30.07.1985,New Mexico
prrl4314,08.08.1950,Arkansas
snsb1433,01.08.1976,Michigan
oonz4131,02.08.1975,Connecticut
bgkj4122,29.07.1991,Washington
jpge4143,28.07.1995,Michigan
ctuz2113,01.08.1979,Georgia
koli4244,30.07.1987,New Mexico
tquv2213,06.08.1958,Massachusetts
vavz1441,02.08.1974,Connecticut
idhy2324,27.07.1996,Washington
jojo3423,29.07.1991,Delaware
vpkk4224,07.08.1952,Puerto Rico
gzum1244,06.08.1958,North Carolina
zsjz2231,27.07.1999,Georgia
hwai2434,29.07.1990,West Virginia
ypcn2342,30.07.1986,U.S. Virgin Islands
yipm3331,07.08.1955,New Hampshire
yusk2443,02.08.1972,Utah
hwdo4113,08.08.1951,Montana
czrb4114,28.07.1995,Mississippi
kxpm4331,01.08.1976,Puerto Rico
vptt1111,29.07.1988,Connecticut
jlbp4442,26.07.2000,Alaska
guwr4312,05.08.1963,Michigan
tzdp2111,27.07.1998,New Jersey
mrng4441,29.07.1989,Michigan
xudy1114,05.08.1962,Northern Mariana Islands
qhup2242,02.08.1972,Georgia
fwys4134,28.07.1992,Louisiana
bxme4314,05.08.1963,Utah
rorm1143,01.08.1979,Colorado
euhd4242,02.08.1974,Wyoming
vypu3122,01.08.1979,Maine
eapr2123,01.08.1979,Nebraska
mguq1342,08.08.1950,Texas
qztu4111,27.07.1996,Arizona
mddy4324,08.08.1951,Pennsylvania
cbdc2233,31.07.1983,Nevada
wpfe2432,31.07.1982,Tennessee
ncjr4124,28.07.1995,Oklahoma
gcxh4413,26.07.2001,Northern Mariana Islands
adpk1212,05.08.1962,Indiana
fomd3432,04.08.1967,Maine
euqo1331,27.07.1997,New Hampshire
xvot1421,02.08.1973,Missouri
wzgq4234,07.08.1953,Guam
xpdh4443,05.08.1963,Guam
ukey3433,27.07.1998,North Carolina
ruvd4222,05.08.1960,South Dakota
mewj3321,05.08.1962,Texas
dnib3312,07.08.1955,Delaware
ceqs4421,26.07.2000,Vermont
aymc1121,07.08.1952,Vermont
eqsa3211,05.08.1962,Kansas
lttm1144,31.07.1981,Alaska
voih4341,07.08.1954,Minnesota
vmhw3414,08.08.1950,Iowa
tonj2124,07.08.1955,Virginia
tmtv1322,27.07.1997,Northern Mariana Islands
cheo3124,07.08.1952,Oregon
qpvy2341,31.07.1982,Ohio
tkda4224,31.07.1983,Vermont
gvdk3421,30.07.1987,Kentucky
oxdh3341,31.07.1982,Pennsylvania
sccy2421,01.08.1977,West Virginia
gaxm1241,01.08.1978,Indiana
nvrk1221,05.08.1960,Delaware
rqtc3211,05.08.1963,Virginia
yvmv4133,07.08.1954,Louisiana
dvvk3231,06.08.1956,Louisiana
rhto1122,05.08.1963,Georgia
cvch2314,29.07.1989,Arkansas
gisa3144,03.08.1969,Alaska
kwcs4212,28.07.1993,Guam
ddek3442,01.08.1976,American Samoa
qxab4413,27.07.1996,Wyoming
psmu1123,29.07.1989,West Virginia
uoiw2411,07.08.1953,Mississippi
xqgr3331,31.07.1983,Connecticut
ztfz4214,04.08.1964,Alabama
nhhd2334,02.08.1974,Northern Mariana Islands
skxh1444,30.07.1987,Idaho
qdbd2331,03.08.1970,Puerto Rico
lric2324,03.08.1968,U.S. Virgin Islands
vzxg1134,28.07.1992,Illinois
jgvm2142,01.08.1979,North Dakota
tafm4141,04.08.1964,Colorado
eltr3223,07.08.1953,California
atsu1412,01.08.1977,Oregon
ngbc3441,06.08.1959,Maine
feoj3442,05.08.1963,Connecticut
gyqd4214,28.07.1995,Alaska
fzms3124,01.08.1979,Guam
cpgc4221,30.07.1985,Colorado
lysl4313,01.08.1977,Minnesota
xfql3134,06.08.1959,North Carolina
mgwx2412,06.08.1959,Wisconsin
bmfs4132,29.07.1991,Hawaii
kyrm3224,28.07.1992,Tennessee
untl1413,27.07.1998,Missouri
pxzg3323,07.08.1955,Delaware
oevq3314,29.07.1991,Hawaii
teic1442,07.08.1953,Nebraska
okun1224,06.08.1956,Minor Outlying Islands
mmlz4241,05.08.1960,Guam
grxu3342,31.07.1982,Arkansas
kdev3421,07.08.1953,Kentucky
hpqa4142,29.07.1990,Mississippi
fqdc4333,31.07.1981,District of Columbia
vgmy2313,30.07.1984,Ohio
vopq4424,27.07.1999,Florida
dkxb2124,05.08.1962,New Jersey
uuwq4442,04.08.1967,Arizona
kjgm1311,01.08.1977,U.S. Virgin Islands
lxma2244,07.08.1955,Oregon
bgjx4432,27.07.1998,Nevada
ypxz2334,30.07.1987,Kansas
cxwp3344,04.08.1967,Tennessee
ihyd4333,07.08.1953,Oklahoma
gjed1211,07.08.1954,U.S. Virgin Islands
ybfw3433,27.07.1996,Vermont
smlz4311,02.08.1975,New Mexico
riao1141,28.07.1993,Virginia
vadi1442,01.08.1978,Maine
qkrg1321,27.07.1996,Maine
qjxv2431,31.07.1983,Virginia
czof3441,04.08.1965,Missouri
jxsu3423,31.07.1981,Tennessee
pxns4432,03.08.1971,Massachusetts
hclg3312,05.08.1961,Iowa
iznr4342,06.08.1958,New Mexico
rjmx2233,07.08.1953,Louisiana
dkrb2312,02.08.1973,South Carolina
xojb4334,03.08.1968,Nebraska
vtye4133,26.07.2001,Arkansas
fufh4131,07.08.1952,Florida
xnna1112,27.07.1998,Guam
kkgo1424,05.08.1961,California
mfnn1212,27.07.1997,Delaware
ejnb3414,01.08.1976,Minnesota
pdzw1433,28.07.1994,Ohio
npha1342,07.08.1953,Montana
yuoc2324,02.08.1975,South Dakota
